Identifier,Age,Height,Level of studies,Voice type,accent,Hair color,glasses,Body type,Tattoos,Gender,PK,food,JobInvolvement,WorkLifeBalance,jailexp
1256,24,190.32,2,high pitched,East Coast City Dialects,black,**??,ectomorph,No,M,No,Pizza,VeryHigh,7268,1081
1257,56,160.63,6,deep,Northern Irish,blond,Missing,Missing,Yes,NB,Yes,Burger,9506,9506,963
1258,45,162.63,4,deep,East Coast City Dialects,black,No,mesomorph,Yes,M,Yes,Pizza,8548,8548,217
1259,48,145.27,8,deep,Southern American,blond,Yes,ectomorph,Yes,F,Yes,Apple Pie,Low,Bad,Missing
Missing,29,148.06,4,high pitched,Northern Irish,brown,Yes,endomorph,No,M,Yes,Pizza,Low,Bad,547
1261,20,Missing,2,high pitched,Yorkshire,black,Yes,endomorph,No,M,No,Missing,Medium,Good,453
1262,49,Missing,7,deep,Missing,brown,?,mesomorph,**??,M,Yes,Burger,7642,7642,?
1263,26,148.29,7,mid range,Italian,blond,Yes,endomorph,Yes,F,Yes,Missing,VeryHigh,3732,**??
1264,38,162.95,7,mid range,Welsh,brown,No,ectomorph,No,NB,Yes,Burger,Medium,Good,1175
1265,31,162.34,8,high pitched,------->?,black,Yes,endomorph,Yes,?,Yes,Burger,VeryHigh,7328,**??
1266,52,161.36,7,deep,East Coast City Dialects,blond,Yes,ectomorph,Yes,F,Yes,Burger,Medium,Good,**??
1267,------->?,179.16,4,deep,Boston,black,Yes,------->?,?,M,No,Burger,VeryHigh,4597,669
1268,22,?,4,high pitched,french,red,No,ectomorph,Yes,M,No,Hot Dogs,High,great,?
1269,55,140.91,7,mid range,Canadian,**??,No,------->?,No,**??,Yes,Burger,9478,9478,------->?
1270,43,152.91,4,?,?,blond,No,mesomorph,No,F,Yes,Pizza,8215,8215,------->?
1271,23,176.65,0,deep,Southern American,**??,No,------->?,Yes,F,No,**??,Medium,Good,791
1272,43,151.75,7,deep,Midwestern American,blond,No,**??,No,NB,Yes,Burger,8297,8297,------->?
1273,39,141.97,8,deep,?,Missing,Yes,ectomorph,Yes,M,**??,Pizza,8183,8183,455
1274,22,189.66,0,high pitched,Southern American,white/gray,No,mesomorph,?,M,No,Hot Dogs,Low,Bad,1259
**??,49,148.28,7,deep,Midwestern American,brown,Yes,mesomorph,No,M,?,Burger,High,great,629
1276,49,157.35,4,deep,East Coast City Dialects,black,Yes,ectomorph,?,------->?,**??,Burger,VeryHigh,5808,------->?
1277,39,?,?,deep,Northern Irish,white/gray,Yes,mesomorph,No,NB,Yes,Hot Dogs,VeryHigh,4865,599
1278,23,179.91,?,high pitched,Italian,white/gray,No,ectomorph,No,NB,No,Burger,Low,Bad,?
1279,21,181.86,2,high pitched,Midwestern American,white/gray,No,mesomorph,Yes,**??,No,Hot Dogs,VeryHigh,3977,?
1280,30,145.89,8,deep,East Coast City Dialects,black,No,**??,Yes,M,Yes,Burger,8693,8693,1331
1281,44,?,4,deep,Canadian,blond,Yes,mesomorph,Yes,F,Yes,Pizza,8952,8952,------->?
1282,22,174.6,0,high pitched,Italian,white/gray,?,endomorph,Yes,NB,No,Pizza,Low,Bad,Missing
1283,42,149.87,8,deep,Cockney,blond,Yes,------->?,No,------->?,Yes,Burger,9450,9450,?
1284,24,203.94,3,high pitched,East Coast City Dialects,black,No,endomorph,Yes,F,------->?,Burger,8724,8724,?
1285,22,183.74,3,deep,Italian,white/gray,No,endomorph,No,M,No,?,VeryHigh,6634,**??
1286,18,188.36,0,mid range,------->?,?,Yes,ectomorph,No,NB,No,Hot Dogs,9408,9408,------->?
1287,23,180.62,**??,high pitched,Northern Irish,?,------->?,Missing,No,F,**??,Apple Pie,Medium,Good,Missing
1288,30,150.18,6,deep,Northern Irish,blond,------->?,endomorph,No,F,Yes,Burger,VeryHigh,6514,205
1289,56,168.2,Missing,high pitched,Northern Irish,brown,Yes,mesomorph,No,NB,Yes,Pizza,9356,9356,619
1290,Missing,146.46,5,**??,Southern American,brown,Yes,ectomorph,Yes,------->?,Yes,Hot Dogs,Medium,Good,Missing
1291,24,------->?,4,mid range,Midwestern American,white/gray,No,ectomorph,Yes,M,No,Burger,8363,8363,------->?
1292,43,148.45,7,deep,Canadian,blond,Yes,ectomorph,------->?,M,Yes,Burger,VeryHigh,7372,1489
1293,18,Missing,4,mid range,Southern American,white/gray,No,mesomorph,No,M,No,Burger,VeryHigh,5307,965
1294,**??,153.98,7,deep,**??,brown,Yes,**??,No,NB,Yes,**??,VeryHigh,6554,Missing
1295,------->?,154.86,4,deep,Northern Irish,black,Yes,endomorph,No,F,?,Pizza,VeryHigh,4768,------->?
1296,43,162.31,8,**??,Northern Irish,blond,?,ectomorph,No,NB,Yes,Missing,8369,8369,427
1297,56,147.73,Missing,?,Midwestern American,blond,Yes,mesomorph,No,NB,Yes,Apple Pie,VeryHigh,3712,?
1298,41,155.22,4,deep,Midwestern American,brown,No,endomorph,Yes,NB,Yes,Missing,VeryHigh,4320,Missing
1299,30,161.43,6,deep,East Coast City Dialects,brown,No,mesomorph,?,M,Yes,Burger,VeryHigh,6816,687
**??,-25,203.97,Missing,high pitched,Scottish,black,No,endomorph,No,NB,No,Burger,VeryHigh,6769,**??
1301,48,152.62,5,mid range,Midwestern American,brown,Yes,ectomorph,No,NB,Yes,**??,Low,Bad,------->?
1302,45,142.54,4,deep,Northern Irish,black,Yes,mesomorph,Yes,F,Yes,Burger,Medium,Good,1327
1303,24,203.54,4,high pitched,Northern Irish,black,No,------->?,Yes,?,No,Pizza,High,great,?
1304,50,143.28,4,deep,Cockney,blond,Yes,ectomorph,?,NB,------->?,Pizza,9483,9483,Missing
1305,37,151.14,5,deep,Northern Irish,brown,------->?,mesomorph,------->?,F,Yes,Hot Dogs,VeryHigh,6715,**??
1306,50,------->?,7,high pitched,Northern Irish,brown,Yes,endomorph,Yes,F,Yes,Burger,VeryHigh,6347,Missing
1307,53,159.46,4,mid range,Cockney,**??,Yes,endomorph,No,NB,Yes,Burger,9502,9502,409
1308,56,146.6,8,deep,East Coast City Dialects,brown,Yes,mesomorph,No,M,Yes,Burger,VeryHigh,5064,185
1309,44,166.46,------->?,high pitched,East Coast City Dialects,blond,Yes,ectomorph,Yes,NB,------->?,Hot Dogs,Medium,Good,------->?
1310,20,174.04,2,**??,Welsh,white/gray,No,ectomorph,No,F,No,Hot Dogs,High,great,**??
1311,21,178.79,1,high pitched,------->?,black,Yes,mesomorph,No,NB,No,Burger,High,great,?
1312,24,174.89,2,deep,Southern American,brown,Yes,mesomorph,No,M,No,Pizza,Low,Bad,------->?
1313,41,163.96,7,mid range,Yorkshire,blond,?,ectomorph,Yes,M,Yes,**??,Low,Bad,Missing
1314,32,152.37,5,deep,Southern American,blond,No,mesomorph,Missing,NB,Missing,Missing,VeryHigh,3851,**??
1315,30,141.21,7,?,Northern Irish,brown,Yes,?,No,M,------->?,Missing,Medium,Good,------->?
1316,35,149.62,7,deep,East Coast City Dialects,brown,Missing,mesomorph,Yes,M,Yes,Hot Dogs,VeryHigh,5188,423
**??,21,189.29,?,high pitched,**??,brown,No,ectomorph,Yes,F,No,Burger,9186,9186,**??
1318,21,185.6,1,mid range,french,black,Yes,endomorph,Yes,**??,No,Pizza,VeryHigh,4595,1161
1319,27,153.23,4,deep,East Coast City Dialects,brown,Yes,endomorph,No,F,**??,Pizza,High,great,681
1320,53,141.61,6,deep,Midwestern American,blond,Yes,ectomorph,No,F,Yes,Pizza,VeryHigh,6615,?
1321,34,167.33,6,high pitched,Southern American,**??,Yes,ectomorph,No,NB,Yes,Apple Pie,9335,9335,549
1322,22,------->?,------->?,deep,?,black,Yes,ectomorph,Yes,M,No,Burger,9814,9814,985
1323,21,196.55,3,mid range,Northern Irish,white/gray,No,ectomorph,No,M,No,Pizza,8601,8601,291
------->?,47,?,6,deep,french,------->?,Yes,ectomorph,Yes,M,Yes,Burger,High,great,Missing
1325,20,174.01,0,high pitched,Midwestern American,white/gray,No,ectomorph,No,NB,No,Apple Pie,VeryHigh,6139,251
1326,18,175.8,2,mid range,Southern American,black,No,ectomorph,Yes,F,No,Burger,8180,8180,1193
1327,21,179.25,0,mid range,Southern American,white/gray,No,ectomorph,No,NB,No,Burger,Medium,Good,Missing
1328,54,164.19,Missing,**??,Southern American,brown,Yes,mesomorph,Yes,F,Yes,Pizza,VeryHigh,7075,?
1329,35,161.19,------->?,high pitched,**??,brown,Yes,mesomorph,------->?,M,Yes,Missing,Low,Bad,871
**??,43,166.15,5,deep,East Coast City Dialects,dyed,?,?,Yes,NB,Yes,Burger,8670,8670,69
1331,39,167.02,6,mid range,Southern American,------->?,Yes,mesomorph,Yes,M,Yes,------->?,High,great,------->?
1332,21,198.16,1,mid range,Southern American,black,No,mesomorph,Yes,F,No,Hot Dogs,Medium,Good,803
1333,22,194.07,4,**??,Southern American,white/gray,Yes,ectomorph,Yes,F,No,Hot Dogs,High,great,------->?
1334,38,140.78,6,deep,Midwestern American,blond,Yes,endomorph,No,M,Yes,Burger,7757,7757,------->?
1335,21,200.18,2,?,Canadian,brown,------->?,mesomorph,?,M,No,Apple Pie,8432,8432,95
1336,22,183.54,2,mid range,East Coast City Dialects,black,Yes,mesomorph,Yes,M,No,Burger,VeryHigh,4417,1479
1337,55,153.67,6,deep,Italian,brown,No,ectomorph,No,M,Yes,Pizza,VeryHigh,4376,331
1338,22,185.37,4,**??,Northern Irish,black,Yes,ectomorph,Yes,M,No,**??,Low,Bad,1087
1339,20,171.21,4,high pitched,Northern Irish,black,No,mesomorph,Yes,M,No,Hot Dogs,Medium,Good,351
1340,44,145.04,7,**??,Welsh,Missing,Yes,mesomorph,No,F,Yes,------->?,8630,8630,85
1341,24,206.36,3,mid range,Midwestern American,Missing,No,endomorph,No,F,No,Burger,High,great,49
1342,32,145.34,8,mid range,Southern American,blond,Yes,?,Yes,NB,Yes,Burger,7941,7941,?
1343,24,?,2,high pitched,Northern Irish,black,No,ectomorph,Yes,M,No,**??,VeryHigh,5780,------->?
1344,28,142.15,7,high pitched,Canadian,brown,No,Missing,Yes,M,Yes,Burger,8377,8377,?
1345,47,?,7,high pitched,Canadian,blond,Yes,endomorph,No,?,Yes,Apple Pie,8888,8888,**??
1346,19,180.1,4,high pitched,Southern American,white/gray,No,ectomorph,No,NB,No,Missing,9545,9545,------->?
1347,25,154.41,7,deep,Northern Irish,blond,Yes,mesomorph,Yes,F,Yes,**??,VeryHigh,4672,565
1348,------->?,143.41,------->?,mid range,Northern Irish,blond,Yes,mesomorph,No,M,------->?,Pizza,9669,9669,?
1349,44,168.33,7,------->?,Boston,brown,Yes,mesomorph,No,F,Yes,Pizza,8542,8542,**??
1350,21,200.45,0,high pitched,Boston,brown,No,Missing,?,M,No,Pizza,High,great,723
1351,18,192.34,2,deep,Northern Irish,Missing,Yes,ectomorph,Yes,M,No,Pizza,VeryHigh,5435,119
1352,32,161.67,6,deep,Welsh,blond,?,endomorph,Yes,NB,Yes,------->?,Medium,Good,Missing
Missing,50,152.01,Missing,deep,Southern American,brown,No,mesomorph,No,NB,Yes,Pizza,Low,Bad,------->?
**??,20,197.78,1,high pitched,Midwestern American,white/gray,No,ectomorph,No,NB,No,Burger,Low,Bad,?
1355,44,151,6,deep,Midwestern American,brown,Yes,endomorph,No,Missing,Yes,Burger,High,great,Missing
1356,51,166.95,7,deep,Northern Irish,brown,No,endomorph,No,M,Yes,Missing,VeryHigh,4945,341
1357,42,144.85,7,deep,Scottish,brown,Yes,endomorph,Yes,NB,Yes,Burger,VeryHigh,3540,199
------->?,32,150.77,6,mid range,Southern American,brown,Yes,endomorph,No,M,Yes,------->?,Medium,Good,387
1359,21,183.01,4,high pitched,Northern Irish,white/gray,Yes,ectomorph,No,NB,No,Pizza,Medium,Good,1059
Missing,?,160.07,5,deep,Midwestern American,brown,Missing,mesomorph,No,F,Yes,Hot Dogs,Medium,Good,Missing
1361,56,142.71,5,deep,Boston,blond,No,ectomorph,Yes,NB,Yes,Hot Dogs,7586,7586,?
**??,23,180.42,Missing,high pitched,Italian,black,Yes,mesomorph,No,M,No,Burger,High,great,Missing
1363,32,145.93,8,deep,Northern Irish,black,Yes,ectomorph,No,NB,Yes,Burger,Medium,Good,**??
1364,21,202.25,4,mid range,Northern Irish,brown,No,ectomorph,Yes,M,No,Hot Dogs,High,great,1279
1365,23,198.08,1,mid range,Northern Irish,white/gray,Yes,endomorph,Yes,NB,**??,Hot Dogs,Medium,Good,------->?
1366,32,167.48,**??,deep,Northern Irish,black,Yes,mesomorph,No,NB,Yes,?,VeryHigh,6231,?
1367,24,179.24,2,high pitched,East Coast City Dialects,white/gray,Yes,ectomorph,Yes,M,------->?,Hot Dogs,8378,8378,?
1368,53,164.53,8,deep,Midwestern American,black,Yes,Missing,No,M,Yes,Burger,VeryHigh,6610,**??
1369,18,187.22,1,high pitched,Midwestern American,blond,------->?,ectomorph,Yes,M,No,Hot Dogs,VeryHigh,6804,Missing
1370,19,193.44,**??,deep,Northern Irish,white/gray,Yes,------->?,No,M,No,Hot Dogs,9831,9831,------->?
**??,26,149.04,4,deep,french,brown,Yes,mesomorph,No,NB,Yes,Pizza,Medium,Good,1057
1372,32,147.02,4,deep,Southern American,blond,Yes,mesomorph,Yes,F,Yes,Burger,High,great,1493
1373,21,177.7,3,**??,Southern American,black,No,ectomorph,Yes,NB,No,Burger,8850,8850,**??
1374,**??,**??,4,?,East Coast City Dialects,?,Missing,mesomorph,No,F,Yes,Hot Dogs,8849,8849,------->?
?,37,162.82,7,deep,Midwestern American,Missing,Yes,ectomorph,Yes,M,Yes,Burger,VeryHigh,4210,1147
1376,43,?,5,deep,Missing,brown,Yes,ectomorph,Yes,M,Yes,Burger,9304,9304,?
1377,46,166.57,?,deep,Boston,brown,Yes,mesomorph,No,NB,Yes,Burger,VeryHigh,6083,533
1378,22,202.08,2,high pitched,**??,white/gray,Yes,ectomorph,No,?,No,Pizza,High,great,1149
1379,42,143.73,6,**??,**??,brown,No,endomorph,Yes,F,Yes,Burger,Low,Bad,335
1380,Missing,144.53,6,mid range,Midwestern American,brown,No,mesomorph,No,F,Yes,Burger,VeryHigh,3555,439
------->?,24,188.01,4,high pitched,East Coast City Dialects,black,Yes,endomorph,Yes,F,No,Hot Dogs,High,great,93
1382,20,Missing,**??,mid range,Italian,white/gray,No,ectomorph,Yes,NB,No,Burger,Medium,Good,703
**??,21,174.8,1,mid range,Italian,white/gray,No,ectomorph,No,NB,No,Burger,VeryHigh,6854,909
1384,30,145.09,5,deep,Cockney,**??,**??,ectomorph,No,NB,Yes,Burger,VeryHigh,7116,1075
1385,23,193.01,2,high pitched,Midwestern American,black,------->?,ectomorph,No,M,No,Pizza,Low,Bad,Missing
1386,54,161.35,8,Missing,Scottish,blond,No,ectomorph,No,NB,Yes,Burger,Low,Bad,167
1387,33,152.29,6,deep,Southern American,blond,No,endomorph,No,NB,Yes,Pizza,VeryHigh,4584,Missing
?,Missing,153.4,5,deep,Cockney,brown,No,mesomorph,No,F,Yes,Burger,High,great,?
1389,47,Missing,6,deep,Southern American,black,Yes,ectomorph,Yes,M,**??,Hot Dogs,High,great,Missing
1390,21,175.9,0,mid range,Northern Irish,black,Yes,ectomorph,Yes,NB,No,Hot Dogs,VeryHigh,7266,?
1391,56,166.1,6,high pitched,Southern American,white/gray,Yes,mesomorph,No,M,Yes,Burger,VeryHigh,5432,Missing
1392,21,**??,2,?,Boston,brown,Yes,Missing,Yes,M,No,Hot Dogs,Low,Bad,311
1393,------->?,176.79,2,high pitched,Cockney,white/gray,No,ectomorph,Yes,NB,No,Hot Dogs,VeryHigh,6091,?
1394,55,157.11,**??,deep,**??,brown,Yes,endomorph,Yes,F,Yes,Burger,9466,9466,Missing
1395,20,------->?,0,mid range,Southern American,white/gray,No,mesomorph,No,F,No,Hot Dogs,VeryHigh,5546,?
1396,49,157.49,4,deep,Northern Irish,brown,No,ectomorph,No,M,Yes,Burger,Low,Bad,?
?,?,145.63,8,deep,Southern American,blond,No,Missing,Yes,M,Yes,Burger,8013,8013,1351
1398,46,143.45,4,high pitched,Northern Irish,brown,No,ectomorph,Yes,F,Yes,**??,High,great,Missing
1399,?,**??,1,mid range,Midwestern American,black,Yes,mesomorph,Yes,NB,No,Burger,VeryHigh,4870,Missing
1400,32,152.83,5,?,Northern Irish,?,Yes,?,Yes,NB,Yes,------->?,VeryHigh,6044,**??
1401,18,?,2,deep,East Coast City Dialects,white/gray,No,Missing,No,M,No,**??,9858,9858,301
1402,27,166.23,5,deep,Southern American,brown,Yes,ectomorph,No,M,Yes,Burger,VeryHigh,4137,1239
1403,37,144.86,5,deep,Scottish,brown,No,endomorph,Yes,NB,Yes,Hot Dogs,VeryHigh,5384,851
Missing,54,159,4,mid range,Welsh,blond,No,mesomorph,Yes,NB,?,Pizza,High,great,811
1405,51,156.06,5,mid range,East Coast City Dialects,blond,No,mesomorph,No,M,Yes,Apple Pie,9567,9567,Missing
1406,35,157.59,8,deep,french,brown,Yes,?,Yes,M,Yes,Burger,VeryHigh,5280,?
1407,------->?,182.91,3,mid range,Yorkshire,------->?,No,ectomorph,No,NB,No,Burger,VeryHigh,7169,1429
------->?,53,157.07,7,deep,Yorkshire,brown,Yes,endomorph,Yes,F,**??,Burger,Low,Bad,727
1409,47,156.81,4,mid range,East Coast City Dialects,brown,Yes,mesomorph,Yes,NB,Yes,Burger,VeryHigh,4751,37
**??,43,153.59,6,deep,Southern American,brown,Yes,ectomorph,No,M,Yes,Burger,9957,9957,**??
1411,37,156.91,5,mid range,Midwestern American,blond,------->?,mesomorph,Yes,NB,Yes,Burger,VeryHigh,7183,663
1412,19,202.4,3,deep,East Coast City Dialects,white/gray,No,ectomorph,No,M,No,Hot Dogs,Low,Bad,Missing
1413,28,151.27,7,deep,Northern Irish,blond,Yes,mesomorph,No,NB,Yes,Burger,Low,Bad,933
**??,30,145.72,7,mid range,Missing,blond,Yes,ectomorph,Missing,M,Yes,Apple Pie,9211,9211,45
1415,24,186.19,4,------->?,Canadian,black,No,ectomorph,Yes,M,No,Hot Dogs,VeryHigh,5781,?
------->?,23,187.43,1,------->?,Italian,white/gray,Yes,ectomorph,No,M,No,Pizza,VeryHigh,5282,Missing
1417,43,161.37,4,high pitched,East Coast City Dialects,brown,No,ectomorph,No,F,Yes,Pizza,VeryHigh,6021,Missing
1418,21,------->?,1,high pitched,East Coast City Dialects,black,No,ectomorph,Yes,------->?,No,Hot Dogs,VeryHigh,4966,**??
1419,39,158.68,4,deep,Midwestern American,blond,Yes,endomorph,No,M,?,Burger,VeryHigh,7358,407
1420,51,?,------->?,mid range,french,blond,Yes,mesomorph,------->?,M,Yes,Pizza,Medium,Good,1263
1421,36,145.53,6,deep,Scottish,brown,No,mesomorph,No,NB,Yes,Pizza,Low,Bad,1439
**??,------->?,201.54,3,high pitched,Canadian,black,No,ectomorph,Yes,F,No,Burger,High,great,1035
1423,20,190.49,2,high pitched,Welsh,black,No,mesomorph,**??,M,No,Hot Dogs,VeryHigh,4061,**??
1424,24,209.92,0,mid range,East Coast City Dialects,white/gray,No,ectomorph,------->?,M,No,Burger,9509,9509,?
1425,19,183.91,3,high pitched,Scottish,black,No,ectomorph,Yes,M,No,?,VeryHigh,5157,7
1426,56,?,5,deep,East Coast City Dialects,brown,Yes,------->?,No,F,Yes,Burger,VeryHigh,4523,Missing
1427,21,195.4,1,mid range,Cockney,Missing,Yes,ectomorph,Yes,NB,No,Hot Dogs,Low,Bad,559
1428,44,142.69,5,deep,Southern American,blond,No,endomorph,Yes,F,Yes,Burger,Medium,Good,**??
1429,56,164.78,4,deep,Scottish,blond,Yes,ectomorph,Yes,NB,Yes,Pizza,VeryHigh,4825,**??
1430,21,172.6,4,------->?,Southern American,blond,No,mesomorph,Missing,NB,No,Burger,High,great,1223
**??,23,174.71,2,deep,Scottish,Missing,**??,------->?,Yes,M,No,Hot Dogs,7996,7996,943
1432,18,178.01,1,high pitched,Northern Irish,white/gray,No,ectomorph,Yes,F,No,Hot Dogs,Low,Bad,1237
1433,22,200.94,2,mid range,Scottish,white/gray,No,endomorph,Yes,M,No,Apple Pie,8326,8326,**??
1434,19,189.61,4,**??,Northern Irish,white/gray,?,endomorph,No,M,No,Hot Dogs,VeryHigh,4267,419
1435,30,147.22,7,deep,Boston,?,No,endomorph,Yes,NB,?,Burger,Low,Bad,797
1436,50,153.15,5,mid range,Midwestern American,white/gray,Yes,mesomorph,No,F,Yes,Apple Pie,8388,8388,------->?
1437,24,186.75,2,deep,East Coast City Dialects,black,?,ectomorph,Yes,NB,No,Pizza,Medium,Good,671
1438,35,164.41,6,deep,Northern Irish,blond,Yes,mesomorph,No,F,Yes,Apple Pie,Low,Bad,989
1439,24,178.05,4,mid range,Southern American,white/gray,Yes,ectomorph,Yes,M,No,Burger,VeryHigh,3873,Missing
1440,51,**??,5,deep,Welsh,blond,No,ectomorph,?,F,Yes,Apple Pie,Low,Bad,1455
1441,26,150.73,6,deep,Midwestern American,brown,Yes,ectomorph,No,F,Yes,------->?,Low,Bad,**??
------->?,37,164.5,8,deep,Yorkshire,brown,Yes,ectomorph,No,F,Yes,Burger,Medium,Good,?
1443,18,205.35,3,mid range,french,black,No,ectomorph,No,NB,No,Pizza,8570,8570,197
1444,39,161.26,4,deep,Northern Irish,brown,Missing,ectomorph,Yes,NB,Yes,Pizza,VeryHigh,6321,------->?
1445,48,Missing,7,deep,Canadian,**??,No,endomorph,No,M,Yes,Apple Pie,VeryHigh,6517,1399
1446,43,162.26,**??,deep,Northern Irish,blond,Yes,------->?,No,M,Yes,Apple Pie,7608,7608,**??
1447,52,148.13,6,deep,Midwestern American,------->?,**??,ectomorph,Yes,NB,Yes,Burger,VeryHigh,6858,649
1448,21,201.6,Missing,deep,Northern Irish,white/gray,No,Missing,Yes,NB,No,Pizza,VeryHigh,4971,Missing
1449,20,197.93,1,high pitched,East Coast City Dialects,black,No,mesomorph,Yes,F,No,Pizza,VeryHigh,7452,**??
1450,?,Missing,8,mid range,french,brown,------->?,ectomorph,Yes,F,Yes,Burger,Low,Bad,------->?
1451,40,158.88,**??,deep,Northern Irish,brown,Yes,mesomorph,Yes,M,Missing,Apple Pie,VeryHigh,5533,429
1452,29,151.22,6,deep,Canadian,brown,No,endomorph,No,NB,Yes,Burger,VeryHigh,3895,1235
1453,22,193.81,Missing,**??,Midwestern American,red,No,mesomorph,No,NB,No,Hot Dogs,Low,Bad,?
1454,43,169.79,7,deep,Scottish,brown,Yes,endomorph,No,?,Yes,Pizza,8607,8607,?
1455,20,183.45,4,high pitched,Midwestern American,black,**??,mesomorph,Yes,M,No,Burger,VeryHigh,6913,**??
1456,Missing,170.43,1,deep,Northern Irish,red,No,ectomorph,No,**??,No,Burger,VeryHigh,6211,**??
1457,23,204.35,2,high pitched,Boston,black,No,ectomorph,No,M,------->?,Burger,VeryHigh,4728,873
1458,37,168.81,4,high pitched,Boston,brown,No,endomorph,**??,**??,Yes,Burger,High,great,------->?
1459,33,142.27,------->?,deep,Southern American,black,Yes,mesomorph,No,M,**??,Burger,VeryHigh,6330,293
1460,23,191.52,3,high pitched,------->?,white/gray,No,endomorph,No,F,No,Apple Pie,7923,7923,9
1461,21,176.56,0,deep,------->?,white/gray,------->?,endomorph,Yes,F,No,Apple Pie,9226,9226,497
1462,52,**??,8,mid range,Cockney,blond,Yes,endomorph,No,NB,Yes,Apple Pie,Low,Bad,Missing
1463,37,163.33,7,deep,Northern Irish,red,**??,ectomorph,Yes,?,Yes,Apple Pie,VeryHigh,6942,**??
1464,44,------->?,5,deep,Northern Irish,blond,No,Missing,No,F,Yes,Burger,9529,9529,**??
1465,49,159.68,6,deep,Midwestern American,black,Yes,mesomorph,Missing,NB,Yes,Burger,VeryHigh,4947,475
------->?,53,160.94,8,deep,Midwestern American,**??,Yes,endomorph,No,NB,Yes,Pizza,VeryHigh,5422,1227
1467,47,169.76,5,deep,East Coast City Dialects,brown,Missing,------->?,No,M,Yes,Pizza,VeryHigh,7348,11
1468,18,194.29,1,high pitched,Northern Irish,white/gray,No,mesomorph,Yes,NB,No,Pizza,VeryHigh,3645,**??
1469,19,193.68,3,high pitched,Missing,white/gray,Yes,?,Yes,?,?,Burger,VeryHigh,6222,159
1470,34,146.15,6,deep,Boston,brown,No,ectomorph,Missing,F,Yes,Apple Pie,High,great,**??
1471,22,209.95,1,high pitched,Northern Irish,white/gray,**??,endomorph,Yes,M,No,Hot Dogs,8253,8253,------->?
1472,20,?,3,high pitched,East Coast City Dialects,white/gray,No,mesomorph,No,NB,No,Hot Dogs,VeryHigh,4793,325
1473,52,143.9,7,deep,East Coast City Dialects,blond,Yes,ectomorph,Yes,NB,Yes,Apple Pie,High,great,823
1474,37,168.63,?,deep,**??,**??,Yes,mesomorph,Yes,F,Yes,Pizza,8144,8144,117
1475,24,177.05,1,high pitched,Cockney,blond,Yes,ectomorph,Yes,M,No,Burger,High,great,**??
1476,45,144.77,4,deep,Cockney,blond,Yes,mesomorph,Yes,------->?,Yes,Burger,VeryHigh,5819,?
1477,42,160.9,4,deep,Yorkshire,blond,No,ectomorph,?,**??,Yes,**??,VeryHigh,5549,713
1478,24,180.13,3,high pitched,Welsh,white/gray,No,ectomorph,No,NB,No,Burger,8065,8065,827
1479,29,Missing,?,deep,------->?,blond,Yes,ectomorph,No,M,Yes,Apple Pie,8083,8083,?
1480,28,155.02,8,deep,Midwestern American,brown,Yes,mesomorph,No,F,Yes,Burger,Low,Bad,**??
1481,19,185.14,3,high pitched,Welsh,black,No,Missing,Yes,M,No,Apple Pie,VeryHigh,6178,Missing
1482,**??,170.35,1,high pitched,Midwestern American,white/gray,Yes,ectomorph,No,NB,No,Burger,7715,7715,------->?
1483,52,168.71,6,high pitched,Midwestern American,white/gray,Yes,Missing,Yes,F,Yes,Burger,VeryHigh,5126,243
1484,20,------->?,Missing,high pitched,Scottish,white/gray,No,mesomorph,No,F,No,Hot Dogs,VeryHigh,6613,1251
1485,33,142.81,8,deep,Southern American,brown,No,mesomorph,Yes,**??,Missing,Burger,High,great,**??
1486,54,168.01,4,deep,Southern American,blond,No,mesomorph,No,M,Yes,Pizza,Low,Bad,------->?
1487,36,160.45,4,deep,Canadian,blond,No,ectomorph,No,NB,Yes,Burger,VeryHigh,3780,787
1488,23,181.75,0,high pitched,Northern Irish,white/gray,Yes,ectomorph,No,M,No,Pizza,8890,8890,**??
1489,32,144.41,------->?,Missing,Northern Irish,**??,Yes,ectomorph,Yes,F,------->?,**??,VeryHigh,6697,?
1490,45,151.41,8,deep,East Coast City Dialects,brown,No,mesomorph,No,F,Yes,Pizza,8769,8769,1001
1491,21,181.46,3,high pitched,Boston,black,Yes,mesomorph,No,M,?,**??,Medium,Good,**??
1492,21,205.93,0,mid range,**??,black,No,ectomorph,Yes,M,No,Pizza,VeryHigh,5921,181
1493,56,141.72,Missing,mid range,Scottish,black,No,mesomorph,No,F,Yes,Pizza,7892,7892,875
1494,28,148.39,5,deep,french,blond,Yes,mesomorph,No,NB,Yes,Burger,9131,9131,Missing
**??,Missing,1792.256,2,high pitched,?,black,**??,mesomorph,Yes,NB,No,Burger,High,great,?
1496,24,189.42,2,mid range,Southern American,brown,No,endomorph,No,M,No,Burger,7895,*Burger,517
1497,47,154.84,7,deep,East Coast City Dialects,white/gray,Yes,ectomorph,No,NB,Yes,Burger,Medium,Good,641
1498,23,170.89,3,high pitched,Boston,blond,No,ectomorph,Yes,NB,No,Burger,VeryHigh,4252,21
1499,?,160.76,8,deep,Midwestern American,blond,Yes,mesomorph,Yes,Missing,Yes,Burger,VeryHigh,3709,**??
